Draw Date,Winning Numbers,Multiplier
2014-08-09,03 12 31 34 51 24,2.0
2014-08-06,01 08 24 28 49 24,5.0
2014-08-02,12 26 44 46 47 29,2.0
2014-07-30,13 30 42 49 53 29,3.0
2014-07-26,24 28 30 38 39 16,2.0
2014-07-23,04 10 12 22 31 03,5.0
2014-07-19,10 17 25 45 53 09,2.0
2014-07-16,05 15 18 26 32 35,3.0
2014-07-12,02 03 07 23 51 26,2.0
2014-07-09,09 25 42 55 57 14,2.0
2014-07-05,24 34 36 57 58 11,4.0
2014-07-02,08 18 45 53 58 35,2.0
2014-06-25,10 20 25 50 53 35,4.0
2014-06-21,05 06 37 41 54 26,3.0
2014-06-18,06 09 29 52 59 07,3.0
2014-06-14,09 33 42 45 54 30,3.0
2014-06-11,14 18 25 33 49 23,5.0
2014-06-07,28 30 35 58 59 15,2.0
2014-06-04,01 07 10 22 49 24,3.0
2014-05-31,15 27 31 34 48 01,2.0
2014-05-28,02 24 28 32 59 25,3.0
2014-05-24,15 16 28 49 55 18,2.0
2014-05-21,04 20 34 39 58 31,5.0
2014-05-17,23 32 39 47 49 22,3.0
2014-05-14,07 33 39 52 55 33,3.0
2014-05-10,04 31 41 47 55 01,2.0
2014-05-07,17 29 31 48 49 34,2.0
2014-05-03,05 15 16 46 49 26,4.0
2014-04-30,02 09 11 19 50 32,3.0
2014-04-26,03 07 22 30 33 20,3.0
2014-04-23,19 25 29 36 48 12,4.0
2014-04-19,05 06 29 35 51 21,5.0
2014-04-16,34 39 42 44 59 08,3.0
2014-04-12,14 26 45 54 55 20,2.0
2014-04-09,09 14 44 48 49 29,2.0
2014-04-05,11 21 26 33 34 29,5.0
2014-04-02,08 13 19 22 53 24,2.0
2014-03-29,02 03 12 27 38 17,2.0
2014-03-26,28 33 41 44 59 21,2.0
2014-03-22,13 28 31 55 58 15,2.0
2014-03-19,02 19 23 34 43 14,2.0
2014-03-15,02 05 34 51 58 09,4.0
2014-03-12,14 15 28 37 54 10,2.0
2014-03-08,10 14 24 32 41 30,2.0
2014-03-05,03 07 09 26 54 19,2.0
2014-03-01,03 08 25 30 47 13,4.0
2014-02-26,11 12 17 38 42 02,2.0
2014-02-22,02 03 13 14 54 04,5.0
2014-02-19,01 17 35 49 54 34,3.0
2014-02-15,02 09 14 21 23 03,3.0
2014-02-12,36 44 49 52 57 01,2.0
2014-02-08,24 25 34 37 54 29,2.0
2014-02-05,08 17 32 57 59 24,3.0
2014-02-01,05 12 15 27 38 07,2.0
2014-01-29,11 23 28 32 47 20,2.0
2014-01-25,08 12 18 55 57 02,2.0
2014-01-22,01 02 07 09 55 29,3.0
2014-01-18,13 14 19 31 38 25,
2014-01-15,07 08 09 24 29 25,
2014-01-11,10 15 33 48 54 34,
2014-01-08,10 28 39 47 58 22,
2014-01-04,19 20 37 41 58 14,
2014-01-01,15 24 40 48 52 23,
2013-12-28,08 35 44 51 56 18,
2013-12-25,23 28 38 39 56 32,
2013-12-21,25 36 40 45 51 08,
2013-12-18,07 24 37 39 40 01,
2013-12-14,14 25 32 33 41 34,
2013-12-11,01 10 13 18 19 27,
2013-12-07,13 20 32 45 48 17,
2013-12-04,06 09 11 31 44 25,
2013-11-30,05 26 44 45 57 29,
2013-11-27,18 25 50 55 57 17,
2013-11-23,05 12 43 52 55 10,
2013-11-20,04 18 23 32 45 07,
2013-11-16,10 29 37 44 59 10,
2013-11-13,05 31 50 55 56 09,
2013-11-09,03 09 37 49 56 32,
2013-11-06,01 05 10 15 49 22,
2013-11-02,13 23 24 27 40 17,
2013-10-30,02 36 40 49 54 10,
2013-10-26,04 06 34 49 56 29,
2013-10-23,03 23 31 34 47 13,
2013-10-19,09 33 54 56 57 05,
2013-10-16,03 26 28 34 42 28,
2013-10-12,08 10 26 57 58 04,
2013-10-09,03 09 19 33 38 18,
2013-10-05,11 12 17 39 40 05,
2013-10-02,04 06 25 42 51 17,
2013-09-28,14 47 52 53 54 05,
2013-09-25,02 07 17 49 53 23,
2013-09-21,12 17 45 54 58 13,
2013-09-18,07 10 22 32 35 19,
2013-09-14,01 17 25 37 44 20,
2013-09-11,11 19 33 42 52 33,
2013-09-07,02 19 22 26 45 24,
2013-09-04,02 09 26 45 47 11,
2013-08-31,02 07 25 40 56 20,
2013-08-28,06 07 09 19 32 13,
2013-08-24,12 17 25 45 59 19,
2013-08-21,30 40 42 46 48 23,
2013-08-17,18 21 46 54 56 23,
2013-08-14,04 11 17 43 51 20,
2013-08-10,04 12 14 37 58 13,
2013-08-07,05 25 30 58 59 32,
2013-08-03,21 24 36 42 45 15,
2013-07-31,08 24 39 49 59 05,
2013-07-27,09 23 40 53 58 06,
2013-07-24,09 29 40 44 54 07,
2013-07-20,14 25 27 38 58 06,
2013-07-17,01 22 34 38 42 17,
2013-07-13,02 08 22 35 37 06,
2013-07-10,30 31 45 55 59 27,
2013-07-06,02 13 35 36 52 11,
2013-07-03,03 06 29 40 51 04,
2013-06-29,08 28 30 53 56 16,
2013-06-26,01 18 33 39 46 33,
2013-06-22,13 19 23 33 57 28,
2013-06-19,07 46 47 52 57 17,
2013-06-15,28 36 40 48 55 01,
2013-06-12,16 22 23 42 55 32,
2013-06-08,02 11 22 26 32 19,
2013-06-05,04 26 33 36 55 32,
2013-06-01,22 28 33 53 59 14,
2013-05-29,09 14 17 49 57 02,
2013-05-25,02 06 19 21 27 25,
2013-05-22,09 31 35 41 57 26,
2013-05-18,10 13 14 22 52 11,
2013-05-15,02 11 26 34 41 32,
2013-05-11,06 13 19 23 43 16,
2013-05-08,21 22 26 30 57 27,
2013-05-04,07 12 26 36 40 17,
2013-05-01,22 26 31 54 55 18,
2013-04-27,03 23 48 54 55 05,
2013-04-24,09 19 31 56 59 02,
2013-04-20,06 08 30 39 48 20,
2013-04-17,13 18 36 48 58 28,
2013-04-13,10 12 31 56 57 33,
2013-04-10,01 36 40 52 53 20,
2013-04-06,04 07 08 29 39 24,
2013-04-03,01 06 08 12 35 03,
2013-03-30,11 23 26 46 55 27,
2013-03-27,07 37 43 48 52 16,
2013-03-23,17 29 31 52 53 31,
2013-03-20,13 14 17 43 54 15,
2013-03-16,03 07 21 44 53 16,
2013-03-13,05 09 28 32 38 29,
2013-03-09,10 37 40 46 52 12,
2013-03-06,06 10 23 41 45 01,
2013-03-02,03 08 13 41 56 16,
2013-02-27,03 14 20 34 48 21,
2013-02-23,02 05 31 39 41 29,
2013-02-20,03 17 19 25 32 17,
2013-02-16,15 16 46 50 58 29,
2013-02-13,12 23 25 27 43 29,
2013-02-09,05 06 16 36 58 03,
2013-02-06,05 27 36 38 41 12,
2013-02-02,11 16 33 40 41 34,
2013-01-30,14 16 32 47 52 16,
2013-01-26,03 22 26 41 49 18,
2013-01-23,11 12 24 43 45 09,
2013-01-19,08 28 29 34 38 35,
2013-01-16,09 21 28 32 51 35,
2013-01-12,10 14 21 23 47 07,
2013-01-09,11 13 20 27 59 26,
2013-01-05,26 30 49 51 54 25,
2013-01-02,18 20 28 35 53 20,
2012-12-29,36 46 50 52 55 14,
2012-12-26,11 13 23 43 54 04,
2012-12-22,01 18 35 39 44 11,
2012-12-19,05 08 20 23 30 03,
2012-12-15,15 23 40 44 55 14,
2012-12-12,08 10 25 36 44 28,
2012-12-08,07 23 26 40 53 21,
2012-12-05,13 17 19 27 38 12,
2012-12-01,03 10 19 36 46 03,
2012-11-28,05 16 22 23 29 06,
2012-11-24,22 32 37 44 50 34,
2012-11-21,08 18 24 30 39 26,
2012-11-17,03 15 27 58 59 20,
2012-11-14,08 10 30 44 58 13,
2012-11-10,32 42 50 54 55 32,
2012-11-07,32 34 45 52 58 20,
2012-11-03,04 07 09 30 54 25,
2012-10-31,01 27 31 45 48 05,
2012-10-27,22 32 34 36 56 33,
2012-10-24,03 18 21 23 50 04,
2012-10-20,04 21 28 31 44 10,
2012-10-17,01 07 10 23 42 35,
2012-10-13,02 05 25 26 49 18,
2012-10-10,18 26 29 35 43 28,
2012-10-06,15 26 34 36 59 35,
2012-10-03,17 23 36 55 59 10,
2012-09-29,14 18 28 29 57 08,
2012-09-26,13 26 39 41 42 10,
2012-09-22,02 16 18 40 42 33,
2012-09-19,01 05 08 39 50 23,
2012-09-15,03 20 26 43 48 01,
2012-09-12,24 33 36 48 56 06,
2012-09-08,06 20 34 44 48 29,
2012-09-05,04 19 26 42 51 29,
2012-09-01,08 11 21 44 49 22,
2012-08-29,25 28 49 54 56 28,
2012-08-25,01 06 07 20 49 23,
2012-08-22,22 29 31 47 55 19,
2012-08-18,14 26 41 55 59 01,
2012-08-15,06 27 46 51 56 21,
2012-08-11,04 13 39 46 51 01,
2012-08-08,03 07 11 15 28 12,
2012-08-04,19 30 48 53 55 18,
2012-08-01,03 16 48 56 58 04,
2012-07-28,05 06 13 36 50 13,
2012-07-25,03 14 35 38 46 16,
2012-07-21,09 31 38 54 56 20,
2012-07-18,02 05 20 23 57 03,
2012-07-14,04 16 32 37 46 13,
2012-07-11,05 22 36 49 55 23,
2012-07-07,03 05 29 39 59 29,
2012-07-04,14 19 35 39 56 33,
2012-06-30,07 15 20 41 44 22,
2012-06-27,06 34 40 46 58 06,
2012-06-23,01 03 41 44 53 30,
2012-06-20,11 17 29 56 57 14,
2012-06-16,08 14 15 16 27 26,
2012-06-13,07 10 14 33 57 18,
2012-06-09,18 22 45 56 57 27,
2012-06-06,19 30 33 48 59 27,
2012-06-02,09 10 17 29 45 33,
2012-05-30,09 10 24 52 56 14,
2012-05-26,13 14 41 49 59 14,
2012-05-23,04 07 26 53 59 32,
2012-05-19,08 13 35 46 51 30,
2012-05-16,03 07 21 28 43 02,
2012-05-12,10 24 35 53 58 22,
2012-05-09,01 07 11 55 56 01,
2012-05-05,09 12 20 44 59 23,
2012-05-02,07 08 33 38 50 29,
2012-04-28,31 39 40 57 58 33,
2012-04-25,04 25 29 34 43 29,
2012-04-21,06 08 20 42 51 16,
2012-04-18,20 22 39 46 49 29,
2012-04-14,14 15 16 19 24 02,
2012-04-11,16 23 42 44 47 02,
2012-04-07,05 13 17 20 30 18,
2012-04-04,01 24 33 45 49 06,
2012-03-31,05 14 36 54 58 27,
2012-03-28,11 16 29 50 58 33,
2012-03-24,01 15 35 37 47 08,
2012-03-21,32 43 53 55 56 06,
2012-03-17,11 14 49 55 58 30,
2012-03-14,01 08 41 46 59 24,
2012-03-10,05 14 17 20 41 05,
2012-03-07,12 35 45 46 47 12,
2012-03-03,29 30 45 47 49 35,
2012-02-29,01 04 11 23 26 14,
2012-02-25,06 11 42 53 54 07,
2012-02-22,07 16 17 39 51 32,
2012-02-18,23 28 50 56 59 05,
2012-02-15,11 12 32 52 56 11,
2012-02-11,01 10 37 52 57 11,
2012-02-08,17 28 38 39 51 33,
2012-02-04,15 23 43 45 56 07,
2012-02-01,08 13 17 34 59 35,
2012-01-28,05 33 41 54 59 13,
2012-01-25,04 19 28 29 47 05,
2012-01-21,12 24 43 44 45 07,
2012-01-18,06 29 34 44 50 28,
2012-01-14,10 30 36 38 41 01,5.0
2012-01-11,05 19 29 45 47 25,2.0
2012-01-07,03 21 24 38 39 24,5.0
2012-01-04,21 35 46 47 50 02,4.0
2011-12-31,05 23 25 28 40 34,4.0
2011-12-28,16 21 27 41 45 14,2.0
2011-12-24,14 16 30 51 52 19,2.0
2011-12-21,10 13 15 31 54 18,5.0
2011-12-17,13 28 49 51 59 33,4.0
2011-12-14,02 24 46 52 56 19,5.0
2011-12-10,04 19 33 41 59 09,5.0
2011-12-07,03 14 20 39 40 37,2.0
2011-12-03,05 18 33 43 45 08,3.0
2011-11-30,02 06 34 35 47 22,2.0
2011-11-26,20 37 39 45 55 28,2.0
2011-11-23,04 30 35 57 59 25,2.0
2011-11-19,09 16 17 28 30 11,3.0
2011-11-16,13 22 25 39 51 28,2.0
2011-11-12,04 35 36 51 56 08,5.0
2011-11-09,05 35 57 58 59 12,3.0
2011-11-05,02 33 39 40 43 26,3.0
2011-11-02,12 14 34 39 46 36,4.0
2011-10-29,11 16 40 51 56 38,5.0
2011-10-26,01 18 21 39 55 06,3.0
2011-10-22,03 08 23 30 58 13,4.0
2011-10-19,16 26 35 52 58 02,5.0
2011-10-15,05 10 24 38 43 01,4.0
2011-10-12,10 12 23 43 47 18,3.0
2011-10-08,03 27 35 37 45 31,5.0
2011-10-05,07 20 43 46 54 17,4.0
2011-10-01,01 12 23 27 43 31,3.0
2011-09-28,30 41 50 51 53 08,2.0
2011-09-24,03 04 12 27 44 26,5.0
2011-09-21,12 47 48 52 55 13,4.0
2011-09-17,06 20 22 32 43 11,2.0
2011-09-14,16 41 42 50 59 05,3.0
2011-09-10,04 19 22 32 53 24,4.0
2011-09-07,03 05 18 27 54 13,4.0
2011-09-03,15 25 52 53 54 02,5.0
2011-08-31,13 19 35 47 57 29,5.0
2011-08-27,02 12 25 54 58 14,3.0
2011-08-24,09 13 47 49 53 39,5.0
2011-08-20,02 17 23 28 47 36,2.0
2011-08-17,18 28 31 48 52 37,4.0
2011-08-13,09 12 35 50 58 04,2.0
2011-08-10,11 18 36 41 46 38,4.0
2011-08-06,25 30 54 57 59 06,3.0
2011-08-03,13 19 21 28 49 11,2.0
2011-07-30,20 40 41 47 55 19,2.0
2011-07-27,38 40 41 51 59 33,2.0
2011-07-23,01 07 27 38 48 30,3.0
2011-07-20,01 04 38 40 42 17,4.0
2011-07-16,24 28 48 50 54 25,3.0
2011-07-13,08 18 19 32 54 08,4.0
2011-07-09,01 09 11 23 31 06,3.0
2011-07-06,11 15 24 50 55 08,2.0
2011-07-02,01 11 18 29 51 32,3.0
2011-06-29,24 30 45 57 59 26,3.0
2011-06-25,18 36 39 41 57 12,4.0
2011-06-22,12 15 19 46 59 12,4.0
2011-06-18,12 21 22 38 41 18,2.0
2011-06-15,19 20 38 41 43 29,4.0
2011-06-11,16 18 27 36 50 08,3.0
2011-06-08,14 37 44 45 53 29,5.0
2011-06-04,17 19 39 41 58 21,5.0
2011-06-01,08 18 38 46 56 31,4.0
2011-05-28,12 20 43 51 55 11,4.0
2011-05-25,04 23 31 42 50 23,2.0
2011-05-21,02 08 40 49 50 36,3.0
2011-05-18,07 12 13 42 49 16,4.0
2011-05-14,08 17 18 40 44 16,2.0
2011-05-11,09 17 32 43 45 31,3.0
2011-05-07,02 11 27 47 55 15,4.0
2011-05-04,03 15 27 29 41 24,4.0
2011-04-30,06 13 15 32 41 03,2.0
2011-04-27,04 24 40 44 55 05,2.0
2011-04-23,03 11 47 48 58 19,3.0
2011-04-20,09 24 34 36 43 27,3.0
2011-04-16,21 33 44 45 55 07,5.0
2011-04-13,04 23 39 49 50 39,3.0
2011-04-09,05 14 32 53 56 11,4.0
2011-04-06,10 18 41 55 56 15,2.0
2011-04-02,06 22 34 43 45 23,2.0
2011-03-30,19 20 42 56 58 37,4.0
2011-03-26,04 10 11 19 33 27,4.0
2011-03-23,05 15 26 28 32 09,2.0
2011-03-19,03 11 20 27 46 08,2.0
2011-03-16,28 39 40 48 53 09,3.0
2011-03-12,01 04 12 41 47 03,4.0
2011-03-09,12 20 28 40 48 08,2.0
2011-03-05,02 23 31 42 48 21,2.0
2011-03-02,07 31 50 51 58 06,2.0
2011-02-26,04 13 17 21 45 10,5.0
2011-02-23,29 32 36 39 49 29,3.0
2011-02-19,03 12 34 37 42 36,5.0
2011-02-16,09 13 21 23 48 24,2.0
2011-02-12,11 32 36 48 52 19,4.0
2011-02-09,07 11 39 42 51 30,4.0
2011-02-05,15 37 41 56 59 05,5.0
2011-02-02,03 14 33 53 57 36,4.0
2011-01-29,24 28 45 49 52 02,4.0
2011-01-26,04 05 36 47 58 06,3.0
2011-01-22,30 31 34 45 51 23,2.0
2011-01-19,22 36 51 56 59 32,3.0
2011-01-15,09 13 22 23 37 31,3.0
2011-01-12,19 21 23 40 48 27,4.0
2011-01-08,06 07 26 33 52 24,2.0
2011-01-05,22 26 32 38 40 07,5.0
2011-01-01,18 22 37 47 54 36,2.0
2010-12-29,03 16 18 20 37 30,2.0
2010-12-25,01 17 38 50 52 24,2.0
2010-12-22,11 33 44 46 47 12,2.0
2010-12-18,04 11 19 33 43 14,4.0
2010-12-15,10 11 18 32 45 18,5.0
2010-12-11,01 08 10 19 20 23,2.0
2010-12-08,08 11 25 41 58 16,4.0
2010-12-04,13 24 27 31 42 22,5.0
2010-12-01,05 10 11 12 20 02,3.0
2010-11-27,10 30 37 47 54 39,5.0
2010-11-24,08 20 21 32 37 04,3.0
2010-11-20,10 12 38 53 57 01,5.0
2010-11-17,14 16 53 54 59 05,3.0
2010-11-13,17 30 48 51 54 29,5.0
2010-11-10,05 08 11 40 44 10,4.0
2010-11-06,07 12 23 34 38 33,4.0
2010-11-03,34 38 39 45 50 33,2.0
2010-10-30,01 07 27 36 49 39,5.0
2010-10-27,20 24 25 53 59 15,5.0
2010-10-23,02 07 16 20 46 34,4.0
2010-10-20,07 17 20 39 59 17,3.0
2010-10-16,11 12 15 16 28 11,2.0
2010-10-13,12 22 32 34 46 02,4.0
2010-10-09,02 06 32 42 49 35,3.0
2010-10-06,14 26 37 41 46 24,5.0
2010-10-02,12 20 30 36 47 25,4.0
2010-09-29,13 44 51 52 55 30,4.0
2010-09-25,08 16 27 35 42 30,2.0
2010-09-22,10 24 36 52 55 15,5.0
2010-09-18,01 18 37 39 44 13,4.0
2010-09-15,07 20 21 34 43 34,5.0
2010-09-11,07 17 20 36 59 33,4.0
2010-09-08,10 35 39 51 57 20,5.0
2010-09-04,11 14 22 33 42 38,2.0
2010-09-01,17 20 21 40 51 19,3.0
2010-08-28,04 22 27 32 56 13,4.0
2010-08-25,16 17 29 31 36 23,3.0
2010-08-21,07 10 12 22 27 26,2.0
2010-08-18,04 32 33 47 55 39,3.0
2010-08-14,09 33 36 50 58 31,2.0
2010-08-11,07 10 22 23 52 29,2.0
2010-08-07,04 22 26 31 52 30,5.0
2010-08-04,19 28 30 37 53 36,4.0
2010-07-31,01 16 17 41 57 15,3.0
2010-07-28,01 11 20 25 27 02,5.0
2010-07-24,20 30 38 46 59 27,2.0
2010-07-21,16 22 30 51 58 25,3.0
2010-07-17,22 27 35 37 45 03,4.0
2010-07-14,20 21 23 38 42 06,3.0
2010-07-10,20 21 27 28 56 04,4.0
2010-07-07,10 41 44 48 56 04,2.0
2010-07-03,03 10 14 52 53 03,3.0
2010-06-30,06 38 43 47 48 27,5.0
2010-06-26,13 30 32 38 57 25,4.0
2010-06-23,11 30 45 47 48 10,3.0
2010-06-19,09 30 31 50 54 39,3.0
2010-06-16,08 11 18 29 36 06,5.0
2010-06-12,09 12 13 35 38 30,10.0
2010-06-09,14 22 27 32 49 05,4.0
2010-06-05,18 34 40 48 59 25,4.0
2010-06-02,04 09 14 39 43 38,4.0
2010-05-29,01 03 24 28 41 10,4.0
2010-05-26,01 06 10 13 20 32,4.0
2010-05-22,19 20 40 47 57 29,2.0
2010-05-19,02 07 29 55 58 27,3.0
2010-05-15,15 21 23 28 36 20,2.0
2010-05-12,37 51 52 53 58 38,2.0
2010-05-08,05 22 34 41 57 31,5.0
2010-05-05,13 34 40 47 57 11,4.0
2010-05-01,16 23 25 49 58 20,4.0
2010-04-28,12 22 25 28 44 24,4.0
2010-04-24,01 12 53 56 57 05,2.0
2010-04-21,11 34 41 49 55 20,2.0
2010-04-17,05 21 22 41 49 15,5.0
2010-04-14,06 14 32 38 52 20,3.0
2010-04-10,21 22 49 52 58 34,2.0
2010-04-07,04 36 40 44 52 33,2.0
2010-04-03,10 15 31 52 59 04,4.0
2010-03-31,05 13 17 45 54 12,5.0
2010-03-27,07 21 32 44 52 10,4.0
2010-03-24,14 20 24 39 49 07,3.0
2010-03-20,09 36 39 44 45 09,2.0
2010-03-17,24 26 45 48 55 08,2.0
2010-03-13,06 16 20 31 36 08,5.0
2010-03-10,17 21 37 41 50 01,2.0
2010-03-06,10 29 33 41 59 15,2.0
2010-03-03,07 09 14 45 49 23,4.0
2010-02-27,18 47 51 53 58 30,2.0
2010-02-24,04 17 35 50 57 12,2.0
2010-02-20,13 27 37 41 54 32,2.0
2010-02-17,07 08 19 26 36 15,3.0
2010-02-13,10 14 30 40 51 01,4.0
2010-02-10,05 08 29 37 38 34,5.0
2010-02-06,14 22 52 54 59 04,3.0
2010-02-03,17 22 36 37 52 24,2.0
